award_show,year,ceremony_edition,category,nominee_name,work_title,role_or_character,result,language,source_url
Filmfare Awards South,1993,,Best Actor,Rajasekhar,Allari Priyudu,Raja,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1993,,Best Actor,Rajendra Prasad,Mister Pellam,Balaji,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1993,,Best Actor,Venkatesh,Abbaigaru,Dora Babu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1994,,Best Actor,Rajasekhar,Anna,Komaranna,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1994,,Best Actor,Akkineni Nageswara Rao,Bangaru Kutumbam,Srinivasa Rao,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1994,,Best Actor,Jagapathi Babu,Shubhalagnam,Madhu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1994,,Best Actor,Nagarjuna,Hello Brother,Deva / Ravi Varma,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1994,,Best Actor,Venkatesh,Muddula Priyudu,Ramu / Raju,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1995,,Best Actor,Mohan Babu,Pedarayudu,Pedarayudu / Raja,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1995,,Best Actor,J. D. Chakravarthy,Gulabi,Chandrasekhar,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1995,,Best Actor,Kamal Haasan,Subha Sankalpam,Dasu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1995,,Best Actor,Nagarjuna,Gharana Bullodu,Raju,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1995,,Best Actor,Naresh,Sogasu Chooda Tarama!,Venkat Rao,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1996,,Best Actor,Venkatesh,Dharma Chakram,Rakesh,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1996,,Best Actor,Jagapathi Babu,Maavichiguru,Madhu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1996,,Best Actor,Nagarjuna,Ninne Pelladata,Seenu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1996,,Best Actor,Srikanth,Pelli Sandadi,Vijay Krishna,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1996,,Best Actor,Venkatesh,Sahasa Veerudu Sagara Kanya,Ravi Chandra,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1997,,Best Actor,Nagarjuna,Annamayya,Annamayya,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1997,,Best Actor,Chiranjeevi,Master,Raj Kumar,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1997,,Best Actor,Jagapathi Babu,Chilakkottudu,Jagapathi Babu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1997,,Best Actor,Vadde Naveen,Pelli,Naveen,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1997,,Best Actor,Venkatesh,Preminchukundam Raa,Giri,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1998,,Best Actor,Venkatesh,Ganesh,Ganesh,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1998,,Best Actor,Chiranjeevi,Bavagaru Bagunnara?,Raju,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1998,,Best Actor,Nagarjuna,Chandralekha,Raj Kapoor / Seeta Rama Rao,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1998,,Best Actor,Pawan Kalyan,Tholi Prema,Balu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1998,,Best Actor,Prakash Raj,Anthahpuram,Narasimha,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1999,,Best Actor,Chiranjeevi,Sneham Kosam,Simhadri / Chinnayya,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1999,,Best Actor,Balakrishna,Samarasimha Reddy,Abbulu / Vaasu / Samarasimha Reddy,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1999,,Best Actor,Pawan Kalyan,Thammudu,Subramanyam,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1999,,Best Actor,Ravi Teja,Nee Kosam,Ravi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,1999,,Best Actor,Venkatesh,Raja,Raja,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2000,,Best Actor,Venkatesh,Jayam Manadera,Mahadeva Naidu / Rudrama Naidu / Abhiram,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2000,,Best Actor,Mohan Babu,Rayalaseema Ramanna Chowdary,Ramanna,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2000,,Best Actor,Nagarjuna,Azad,Chandra Shekar Azad,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2000,,Best Actor,Venkatesh,Kalisundam Raa,Raghu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2001,,Best Actor,Uday Kiran,Nuvvu Nenu,Ravi,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2001,,Best Actor,Balakrishna,Narasimha Naidu,Narasimha Naidu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2001,,Best Actor,Mahesh Babu,Murari,Murari,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2001,,Best Actor,Pawan Kalyan,Kushi,Siddhartha Roy,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2002,,Best Actor,Chiranjeevi,Indra,Indrasena Reddy / Shankar Narayana,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2002,,Best Actor,N. T. Rama Rao Jr.,Aadi,Aadi Kesava Reddy,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2002,,Best Actor,Nagarjuna,Santosham,Karthikeya,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2002,,Best Actor,Uday Kiran,Nee Sneham,Madhav,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2003,,Best Actor,Mahesh Babu,Okkadu,Ajay Varma,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2003,,Best Actor,N. T. Rama Rao Jr.,Simhadri,Simhadri / Singamalai,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2003,,Best Actor,Chiranjeevi,Tagore,Ravindranath Tagore,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2003,,Best Actor,Mahesh Babu,Nijam,G. Seetaram,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2003,,Best Actor,Nandamuri Harikrishna,Seetayya,Seetayya / Sivayya,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2004,,Best Actor,Chiranjeevi,Shankar Dada M.B.B.S.,Shankar Prasad,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2004,,Best Actor,Allu Arjun,Arya,Arya,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2004,,Best Actor,Nagarjuna,Mass,Ganesh,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2004,,Best Actor,Prabhas,Varsham,Venkat,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2004,,Best Actor,Rajendra Prasad,Aa Naluguru,Raghuram,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2005,,Best Actor,Siddharth,Nuvvostanante Nenoddantana,Santosh,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2005,,Best Actor,Mahesh Babu,Athadu,Nanda Gopal / Pardhu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2005,,Best Actor,Nagarjuna,Super,Akhil,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2005,,Best Actor,Prabhas,Chhatrapati,Siva / Chatrapathi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2005,,Best Actor,Venkatesh,Sankranthi,Raghavendra,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2006,,Best Actor,Mahesh Babu,Pokiri,Pandu / Krishna Manohar,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2006,,Best Actor,N. T. Rama Rao Jr.,Rakhi,K. Ramakrishna,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2006,,Best Actor,Nagarjuna,Sri Ramadasu,Kancherla Gopanna,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2006,,Best Actor,Siddharth,Bommarillu,Siddharth Addala,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2007,,Best Actor,N. T. Rama Rao Jr.,Yamadonga,Raja,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2007,,Best Actor,Allu Arjun,Desamuduru,Bala Govind,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2007,,Best Actor,Rajendra Prasad,Mee Sreyobhilashi,Rajaji,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2007,,Best Actor,Srikanth,Operation Duryodhana,Mahesh / Bagavanthudu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2007,,Best Actor,Venkatesh,Aadavari Matalaku Arthale Verule,Ganesh,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2008,,Best Actor,Allu Arjun,Parugu,Krishna,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2008,,Best Actor,N. T. Rama Rao Jr.,Kantri,Kantri,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2008,,Best Actor,Pawan Kalyan,Jalsa,Sanjay Saahu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2008,,Best Actor,Ram Pothineni,Ready,Chandrasekhar Rao,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2008,,Best Actor,Ravi Teja,Krishna,Krishna,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2009,,Best Actor,Ram Charan,Magadheera,Kala Bhairava / Harsha,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2009,,Best Actor,Allu Arjun,Arya 2,Arya,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2009,,Best Actor,Kamal Haasan,Eenadu,"""The Anonymous Caller""",Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2009,,Best Actor,Prabhas,Ek Niranjan,Chotu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2009,,Best Actor,Ravi Teja,Kick,Kalyan,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2010,,Best Actor,Allu Arjun,Vedam,"Anand ""Cable"" Raju",Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2010,,Best Actor,Balakrishna,Simha,Narasimha / Srimannarayana,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2010,,Best Actor,N. T. Rama Rao Jr.,Adhurs,Narasimha / Narasimha Chari,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2010,,Best Actor,Naga Chaitanya,Ye Maaya Chesave,Karthik,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2010,,Best Actor,Rana Daggubati,Leader,Arjun Prasad,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2011,,Best Actor,Mahesh Babu,Dookudu,G. Ajay Kumar / Ballary Babu,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2011,,Best Actor,Balakrishna,Sri Rama Rajyam,Sri Rama / Vishnu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2011,,Best Actor,Nagarjuna,Rajanna,Rajanna,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2011,,Best Actor,Prabhas,Mr. Perfect,Vicky,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2011,,Best Actor,Ram Pothineni,Kandireega,Sreenu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2012,,Best Actor,Pawan Kalyan,Gabbar Singh,Venkataratnam Naidu / Gabbar Singh,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2012,,Best Actor,Mahesh Babu,Businessman,Vijay Surya,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2012,,Best Actor,Nagarjuna,Damarukam,Mallikharjuna,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2012,,Best Actor,Nithiin,Ishq,Rahul,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2012,,Best Actor,Ram Charan,Racha,Betting Raj,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2013,,Best Actor,Mahesh Babu,Seethamma Vakitlo Sirimalle Chettu,Chinnodu,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2013,,Best Actor,Nithiin,Gunde Jaari Gallanthayyinde,Karthik,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2013,,Best Actor,Pawan Kalyan,Attarintiki Daredi,Gowtham Nanda / Siddhu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2013,,Best Actor,Prabhas,Mirchi,Jai,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2013,,Best Actor,Ram Charan,Naayak,Charan / Siddharth Naayak,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2014,,Best Actor,Allu Arjun,Race Gurram,Lucky,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2014,,Best Actor,Mohan Babu,Rowdy,Anna Garu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2014,,Best Actor,Nagarjuna,Manam,Seetharamudu / Nageswara Rao,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2014,,Best Actor,Sharwanand,Run Raja Run,Raja Harishchandra Prasad,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2014,,Best Actor,Venkatesh,Drushyam,Rambabu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2015,,Best Actor,Mahesh Babu,Srimanthudu,Harsha Vardhan,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2015,,Best Actor,Allu Arjun,S/O Satyamurthy,Viraj Anand,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2015,,Best Actor,N. T. Rama Rao Jr.,Temper,Daya,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2015,,Best Actor,Nani,Bhale Bhale Magadivoy,Lakkaraju,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2015,,Best Actor,Prabhas,Baahubali: The Beginning,Amarendra Baahubali / Mahendra Baahubali,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2016,,Best Actor,N. T. Rama Rao Jr.,Nannaku Prematho,Abhiram,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2016,,Best Actor,Allu Arjun,Sarrainodu,Gana,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2016,,Best Actor,Naga Chaitanya,Premam,Vikram Vatsalya,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2016,,Best Actor,Karthi,Oopiri,Seenu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2016,,Best Actor,Nani,Gentleman,Gautham / Jayaram,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2016,,Best Actor,Ram Charan,Dhruva,K. Dhruva,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2017,,Best Actor,Vijay Deverakonda,Arjun Reddy,Arjun Reddy,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2017,,Best Actor,Balakrishna,Gautamiputra Satakarni,Gautamiputra Satakarni,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2017,,Best Actor,Chiranjeevi,Khaidi No. 150,Kaththi Seenu/Konidela Siva Shankar Vara Prasad,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2017,,Best Actor,N. T. Rama Rao Jr.,Jai Lava Kusa,Jai Kumar/Lava Kumar/Kusa Kumar,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2017,,Best Actor,Prabhas,Baahubali 2: The Conclusion,Amarendra Baahubali / Mahendra Baahubali,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2017,,Best Actor,Venkatesh,Guru,Aditya,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2018,,Best Actor,Ram Charan,Rangasthalam,Chelluboina Chittibabu,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2018,,Best Actor,Dulquer Salmaan,Mahanati,Gemini Ganesan,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2018,,Best Actor,N. T. Rama Rao Jr.,Aravinda Sametha Veera Raghava,Veera Raghava Reddy,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2018,,Best Actor,Mahesh Babu,Bharat Ane Nenu,Bharath Ram,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2018,,Best Actor,Vijay Deverakonda,Geetha Govindam,Vijay Govind,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2020 / 21,,Best Actor,Allu Arjun,Pushpa: The Rise,Pushpa Raj,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2020 / 21,,Best Actor,Mahesh Babu,Sarileru Neekevvaru,Ajay Krishna,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2020 / 21,,Best Actor,Naga Chaitanya,Love Story,Revanth,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2020 / 21,,Best Actor,Nani,Shyam Singha Roy,Shyam Singha Roy / Vasudev Ghanta,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2020 / 21,,Best Actor,Naveen Polishetty,Jathi Ratnalu,Srikanth,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2020 / 21,,Best Actor,Rakshit Atluri,Palasa 1978,Mohan Rao,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2020 / 21,,Best Actor,Panja Vaisshnav Tej,Uppena,Aasirvadham,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2022,,Best Actor,N. T. Rama Rao Jr.,RRR,Komaram Bheem,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2022,,Best Actor,Ram Charan,Alluri Sitarama Raju,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2022,,Best Actor,Adivi Sesh,Major,Sandeep Unnikrishnan,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2022,,Best Actor,Dulquer Salmaan,Sita Ramam,Ram,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2022,,Best Actor,Chiranjeevi,Godfather,Brahma Teja,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2022,,Best Actor,Pawan Kalyan,Bheemla Nayak,Sarhad Bheemla Nayak,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2022,,Best Actor,Siddhu Jonnalagadda,DJ Tillu,Bala Gangadhar Tilak,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2023,,Best Actor,Nani,Dasara,Dharani,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2023,,Best Actor,Anand Devarakonda,Baby,Anand,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
Filmfare Awards South,2023,,Best Actor,Nandamuri Balakrishna,Bhagavanth Kesari,Nelakonda Bhagavanth Kesari,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actor_–_Telugu
